name,price
"GUIDE STARTER CHAIN - HF Deluxe | Splendor+ | Passion Pro - 28102ACK010S","23.6"
"PEDAL GEAR CHANGE - Achiever - 24701KTN700S","179"
"GUIDE STARTER CHAIN - Splendor+ | Passion Pro | HF Deluxe | Splendor Pro | Splendor NXG - 28102KWA940S","23"
"GEAR COMP. STARTER DRIVEN - Xtreme 125 | Glamour | Passion Pro | Super Splendor | Splendor+ - 28110AAF400S","663"
"PEDAL GEAR CHANGE - Super Splendor - 24701AAG300S","161"
"PIN SHIFT RETRN.SPRING. - HF 100 | HF Deluxe | Splendor+ | Passion Pro | Passion Xpro | HF Dawn | Splendor Pro | Splendor NXG - 24652035000S","21"
"PEDAL GEAR CHANGE - Splendor+ | Passion Xpro - 24701ABA000S","179"
"PEDAL ASSY GEAR CHANGE - Xpulse 200 | Xpulse 200T - 24700ABW000S","156"
"PEDAL GEAR CHANGE - Glamour - 24701AAN410S","184"
"PEDAL GEAR CHANGE","165"
"Hero Genuine SPG. Gear Shift Return – Glamour & Super Splendor - Precision Fit for Smooth Gear Operation - 24651KTC900S","15"
"PEDAL ASSY CHANGE - Xtreme 160 - 24700ABZ000S","193"
"HORN COMP - Pleasure+ | Xoom - 38110AAWD01S","175"
"HORN COMP - Passion Pro - 38110AAC801S","183"
"SLEEVE REAR WHEEL - Xtreme 125 | Xtreme 160 | Xpulse 200 | Xtreme 200 | Xpulse 200T - 42303AABA00S","127"
"SPROCKET FINAL DRIVEN 45T - Xtreme 125 - 41201ACL000S","424"
"SPROCKET FINAL DRIVEN 42T - Passion Pro - 41201AACB00S","318"
"SLEEVE REAR WHEEL - Glamour | Passion Pro | Super Splendor | Splendor+ - 42303AAF410S","80"
"SLEEVE REAR WHEEL - Passion Pro - 42303AACB00S","66"
"AXLE REAR WHEEL - Xtreme 160 | Hunk | Xtreme - 42301KVE900S","150"
"AXLE REAR WHEEL - Xtreme 125 - 42301ACL000S","184"
"AXLE REAR WHEEL - Splendor+ | HF Deluxe - 42301AAE330S","99"
"AXLE RR WHEEL - Passion Xpro - 42301KZAW00S","117"
"AXLE REAR WHEEL - Glamour | Super Splendor - 42301KTR700S","84"
"SLEEVE REAR WHEEL - Splendor+ | HF Dawn | Splendor Pro | HF Deluxe | Splendor NXG - 42303AAC500S","56"
"SPROCKET FINAL DRIVEN 44T - HF 100 | HF Deluxe | Splendor+ | Passion Pro | HF Dawn | Splendor Pro | Splendor NXG - 41201KST940S","331"
"ADJUSTER CHAIN L - Passion Pro | Super Splendor | Splendor+ - 40544AAF400S","56"
"ADJUSTER CHAIN L - Glamour | Super Splendor - 40544AANB00S","56"
"ADJUSTER L CHAIN - Karizma | Xtreme 160 | Hunk | Xtreme - 40544KRY900S","94"
"ADJUSTER COMP R CHAIN - Passion Xpro - 40543KZAW00S","56"
"HORN COMP. - Splendor+ | Passion Xpro | Splendor NXG - 38110AAEH01S","185"
"ARM RR. BRAKE STOPPER - Super Splendor | Glamour | Hunk | Xtreme - 43431KTR900S","62"
"ARM REAR BRAKE - Destini 125 | Maestro Edge | Duet - 43410AAW000S","51"
"FLANGE FINAL DRIVEN - Passion Xpro - 42611KZAW01S","419"
"FLAP TIRE (1.60-18 U) - HF Deluxe | HF Dawn | Splendor+ | Splendor NXG | Passion Xpro | Super Splendor - 42713198900S","18"
"SLEEVE REAR WHEEL - Ignitor - 42303KWF900S","80"
"ARM RR.BRK.STPR. - HF Dawn | Splendor Pro | Splendor+ | HF Deluxe | Splendor NXG - 43431KST940S","75"
"ARM RR. BRAKE - Splendor+ - 43410KCC900S","47"
"ARM REAR BRAKE - HF 100 | HF Deluxe | Splendor+ | Passion Pro | Glamour | Super Splendor | Passion Xpro - 43410AAHF00S","56"
"ARM SUB ASSY BRAKE STOPPER - Glamour | Passion Pro | Super Splendor | Splendor+ - 43432AAF400S","80"
"ARM SUB ASSY BRAKE STOPPER - HF 100 | HF Deluxe | Splendor+ | Passion Pro - 43431AAHF00S","66"
"ARM RR.BRAKE - Passion Pro | Passion Xpro | Super Splendor | Glamour - 43410KCT690S","51"
"ARM COMP RR BRK STPR - Passion Xpro - 43431KZAW00S","60"
"COLLAR BRAKE PANEL SIDE - HF 100 | HF Deluxe | Splendor+ | Passion Pro - 42313ACK001S","60"
"CALIPER SUB ASSY.RR - Xpulse 200 - 43150ABW100S","2678"
"SLEEVE REAR WHEEL - Passion Xpro - 42303KZAW00S","100"
"HORN COMP.(HIGH) - Karizma - 38110KRY971S","220"
"HORN COMP - Xpulse 200 | THE CENTENNIAL | Karizma | Xtreme 200 | Xpulse 200T - 38110ABW801S","210"
"HORN COMP - Destini 125 | Maestro Edge | Pleasure+ - 38110ABS001S","185"
"HORN COMP. - Achiever | Xtreme - 38110KTN900S","225"
"HORN COMP - Karizma | Passion Pro | Hunk - 38110KRY930S","225"
"CASE UP HALF DRIVE CHAIN - Glamour - 40510KTR940ZS","409"
"CASE UPP. (HALF) DRIVE CHAIN - Splendor+ - 40510KCC830S","276"
"CASE UPP HALF DRIVE CHAIN(BLK) - HF Deluxe | Splendor NXG - 40510KST940ZZS","234"
"CASE UP HALF DRIVE CHAIN - Splendor+ - 40510ABA000S","214"
"HORN COMP - Xtreme 160 | Xpulse 200 | Xtreme 200 | Xpulse 200T | Xtreme - 38110KVE861S","225"
"CASE UP.(HALF) DRIVE CHAIN - Splendor Pro | Splendor+ - 40510KWH970S","285"
"CASE UP (HALF) DRIVE CHAIN - HF Deluxe | HF Dawn | Splendor+ - 40510KST940S","287"
"ADJUSTER CHAIN R - Passion Pro | Super Splendor | Splendor+ - 40543AAF400S","56"
"CHAIN CASE UND HALF SUB ASSY - HF Deluxe - 4052AAAHF00S","281"
"CASE UND. (HALF) DRIVE CHAIN - Splendor+ - 40520KCC830S","271"
"CASE UND (HALF) DRIVE CHAIN - Splendor+ | HF Deluxe | HF Dawn - 40520KST940S","267"
"CASE UND (HALF) DRIVE CHAIN - HF Deluxe ECO - 40520AAHF00S","281"
"CASE UP (HALF) DRIVE CHAIN - HF Deluxe - 40510AAHF00S","285"
"SUSP  START RELAY - HF Deluxe | Splendor+ | Passion Pro | Passion Xpro | Splendor Pro | Splendor NXG - 38506KWA840S","43"
"ADJUSTER CHAIN - Xpulse 200 - 40543ABW100S","60"
"JOINT DRIVE CHAIN - Xtreme 160 | Achiever | Hunk | Xtreme - 40531KCS690S","18"
"CASE UND HALF DRIVE CHAIN(BLK) - HF Deluxe | Splendor NXG - 40520KST940ZZS","224"
"ADJUSTER CHAIN R - Glamour | Super Splendor - 40543AANB00S","56"
"CHAIN DRIVE - Passion Pro | Splendor+ - 40530AAF40099S","395"
"CASE UNDER(HALF) DRIVE CHAIN - Splendor Pro - 40520KST940ZS","261"
"HOSE KIT ACTUATOR - Glamour | Super Splendor - 43510AANB10S","115"
"JOINT BRAKE ARM - HF 100 | HF Deluxe | Splendor+ | Glamour | Pleasure+ | Passion Pro | Destini 125 | Xoom | Maestro Edge | Super Splendor | Passion Xpro | Pleasure | Duet - 43455AAL100S","23.6"
"ROD COMP.RR.BRAKE - Splendor+ - 43451KCC900S","60"
"ROD COMPLETE RR BRAKE - Xtreme 125 - 43451ACL010S","87"
"ROD COMP.RR.BRK. - Glamour | Super Splendor - 43451KTC900S","60"
"ROD COMP.RR.BRK - HF 100 | HF Deluxe | Splendor+ | Passion Pro - 43451AAHF00S","60"
"CABLE COMP  RR BRAKE - Xoom - 43450AAWD00S","230"
"CABLE ASSEMBLY REAR BRAKE - Destini 125 | DESTINI 125 BS6 OBD2(Apr, 2025) - 4345AABS420S","331"
"ROD COMP RR BRAKE - Passion Xpro - 43451KZAW00S","54"
"ROD COMP RR BRAKE - Glamour | Splendor+ | Super Splendor | Passion Xpro - 43451AAG900S","59"
"ACTUATOR CBS - Xtreme 125 | Glamour | Super Splendor | Passion Xpro - 43540AANE00S","1659"
"KIT, PISTON M/C - Xtreme 160 | Xpulse 200 | Xtreme 200 | Xpulse 200T | Karizma | Hunk | Xtreme - 43520MJ6315S","271"
"SUB ASSY REAR M/C - Xtreme 160 - 43510ABZ010S","1714"
"ROD RR BRAKE - Glamour | Super Splendor - 43441AANB10S","66"
"AXLE FR. WHEEL - Xoom | Destini 125 | Maestro Edge | Duet - 44301AAW000S","75"
"SENSOR ASSY SPEED - Hunk - 44800KVN971S","1400"
"M/C SUB ASSY REAR - Xtreme 200 | Karizma | Xtreme 160 | Hunk | Xtreme - 43510KRY971S","2655"
"BOOT B - Xtreme 125 | Xtreme 160 | Passion Pro | Splendor+ | Passion Xpro | Glamour | Achiever | Hunk | Ignitor | Xtreme | Impulse | Super Splendor - 45133KCC841S","11"
"HOSE COMP.FRONT BRAKE - Hunk | Xtreme - 45126KVE900S","456"
"PANEL COMP FR BRAKE - Splendor+ | Glamour | Passion Pro | Super Splendor - 45100AANL00S","562"
"PANEL SUB COMP  FR BRK - Maestro - 45010KWP910S","640"
"PINION SPEEDOMETER - HF 100 | HF Deluxe | Splendor+ | Super Splendor | Passion Pro | Glamour | Passion Xpro | HF Dawn | Splendor Pro | Achiever | Splendor NXG - 44805KTC900S","14"
"PANEL COMP FR BRAKE - Splendor+ | Passion Pro - 45100AACB00S","636"
"PANEL SUB COMP. FR BRAKE - Pleasure - 45010AAL010S","648"
"GEAR SPEEDOMETER - Super Splendor | Splendor+ | Glamour | Passion Xpro | Passion Pro | Achiever | Xtreme - 44804KVE901S","10"
"PANEL COMP FR BRAKE - Glamour - 45100KTRA20S","562"
"PANEL SUB.COMP.FR.BRAKE - Maestro | Pleasure - 45010KTP901S","532"
"GEAR BOX ASSEMBLY SPEEDOMETER - Ignitor - 44800KWF930S","212"
"STAY FRONT FENDER - Passion Xpro - 61102KZAW00S","69"
"COVER SWITCH ASSY - Glamour - 53252AAN410S","28"
"BRIDGE COMPLETE FORK TOP - Glamour - 53230ACLJ10S","216"
"STAY METER MOUNTING - Passion Pro - 61312AAC800S","129"
"WIND SCREEN NOBLE RED - Destini 125 - 61140ABSD00TS","507"
"STAY FRONT FRNDER - Glamour | Super Splendor - 61102KTC900S","87"
"BRIDGE COMP FORK TOP - Splendor Pro - 53230KWH960S","210"
"WIND SCREEN - Destini 125 - 61140ABS0000S","195"
"COVER MAIN SWITCH - Glamour - 53252AANB00S","13.6"
"BRIDGE FORK TOP - Xtreme 125 - 53230ACL000S","1106"
"STEM COMP. STEERING - Xpulse 200 | Xpulse 200T - 53200ABW000S","1442"
"STEM COMP STRG - Splendor+ - 53200AAE200S","871"
"STAY SPEEDO MOUNTING - Splendor+ - 61311AAE940S","129"
"WIND SCREEN METALLIC NEXUS BLUE - Destini 125 - 61140ABSD00YS","507"
"STAY FRONT VISOR - Passion Xpro - 61311AAZ000S","412"
"STAY RIGHT FRONT SCREEN - Passion Pro - 61302KWA830S","19"
"STAY METER MOUNTING - Passion Pro - 61312AACK00S","115"
"BRACKET HEADLIGHT RIGHT - Xpulse 200 - 61313ABW900S","290"
"STAY METER MTG - Glamour - 61312ACLJ00S","165"
"STAY METER MTG - HF 100 | HF Deluxe - 61312ACK000S","69"
"STAY RIGHT HEADLIGHT SUB ASSEMBLY - Splendor+ - 6131BAAEB00S","69"
"STAY LEFT HEADLIGHT - Splendor+ - 61314AAE710S","78"
"BRACKET INNER PANEL SUPPORT SUB ASSEMBLY - Passion Pro | Super Splendor - 61314AACB00S","66"
"STAY METER MOUNTING - Glamour - 61312ACLD00S","138"
"UPPER BRIDGE CLAMP COMPLETE - Splendor+ - 61314AAE930S","82"
"STAY FRONT VISOR - HF 100 | HF Deluxe - 61312KST950S","27"
"STAY LEFT FRONT SCREEN - Passion Pro - 61303KWA830S","19"
"WIND SCREEN WH-004P - Destini 125 - 61140ABSD00SS","507"
"STAY FRONT VISOR BOTTOM - Splendor+ - 61312AAE930S","44"
"STAY LEFT HEADLIGHT SUB ASSEMBLY - Splendor+ - 6131CAAEB00S","56"
"STAY METER SUB ASSEMBLY - Xtreme 125 - 6131AACL000S","152"
"LOWER BRIDGE CLAMP - Splendor+ - 61313AAE930S","46"
"STAY METER MOUNTING - Xtreme 160 - 61312ABZ000S","87"
"STAY METER MOUNTING - Splendor+ - 61312AAEB00S","106"
"STAY METER MOUNTING - Glamour - 61312AANB00S","115"
"STAY METER MOUNTING - Xpulse 200 | Xpulse 200T - 61312ABWL00S","92"
"STAY METER MOUNTING - Super Splendor - 61312AAGA00S","127"
"STAY FRONT NO PLATE - Duet - 64308AAY000S","32"
"BRACKET COMPLETE FRONT NUMBER PLATE - Splendor+ - 64311AAE900S","101"
"STAY FRONT NO PLATE - Maestro - 64303KZN900S","27"
"FRONT GRILL - Destini 125 - 64303ABS000S","531"
"FRONT GRILL - Maestro Edge - 64303ABG200S","23"
"CABLE SEAT LOCK - Glamour | Super Splendor | Splendor+ - 77156AAF400S","46"
"STAY AIMING - Xtreme - 64332KVE860S","36.6"
"STAY FRONT VISOR LOWER - Passion Pro - 64316KWA940S","34"
"STAY FRONT NUMBER PLATE COMP - Xpulse 200 - 64315ABWL00S","69"
"NUMBER PLATE STAY FRONT - Splendor+ - 64315ABA000S","28"
"STAY FRONT NO PLATE - Pleasure+ - 64311AAL510S","50"
"CABLE SEAT LOCK - Passion Pro - 77156AAC800S","32"
"STAY LOWER BRIDGE COMPLETE - Glamour - 64332ACLJ00S","96"
"STAY FRONT NUMBER PLATE - Passion Pro - 64315AACK00S","161"
"FRONT JOINER BRACKET - Xoom - 64312AAWD00S","46"
"STAY FRONT NO PLATE - Destini 125 | Maestro Edge - 64311AAW000S","50"
"PILLON STEP COVER L SIDE - Pleasure+ - 64350AAL900S","119"
"PILLON STEP COVER R SIDE - Pleasure+ - 64340AAL900S","119"
"COVER R FLOOR SIDE(MMR,RD(BR)003M(F)) - Pleasure+ - 64320AAL900US","281"
"STAY FR NUMBER PLATE - Xtreme - 64315KVE860S","36.6"
"BRACKET COMPLETE FRONT NUMBER PLATE - Super Splendor - 64315AAGA00S","37"
"STAY FRONT NUMBER PLATE - Passion Pro - 64315AAC220S","14.4"
"BRKT COMP FR NO PLATE - HF 100 | HF Deluxe - 64311ACK000S","96"
"STAY FRONT NUMBER PLATE - Splendor Pro - 64315AAD220S","23.6"
"BRACKET COMPLETE FRONT NUMBER PLATE - Glamour - 64311KTRA20S","69"
"CABLE SEAT LOCK - Achiever - 77156AAM000S","32"
"STAY FRONT COWL - Passion Pro | Super Splendor - 64332AACB00S","68"
"STAY FR NUMBER PLATE - Passion Xpro - 64315KZAW00S","23.6"
"FUEL LID COVER CATCH CABLE RR - Maestro Edge - 77245AAW000S","89"
"CABLE SEAT LOCK - Destini 125 | Destini 125 BS6  - 77243ABS400S","106"
"CABLE SEAT LOCK - Maestro - 77240KZN900S","32"
"SEAT CATCH COMP - Destini 125 | Maestro Edge - 77236AAW500S","101"
"STAY SEAT LOCK CABLE - Passion Pro | Super Splendor | Splendor+ - 77244AAF400S","41"
"SEAT LOCK CABLE PLATE - Xtreme 160 - 77244AAB100S","23"
"CABLE SEAT CATCH - Pleasure - 77240AAL000S","59"
"COVER LICENSE LIGHT - Passion Pro - 77237AAC220S","23.6"
"COVER LICENSE LIGHT - Passion Pro - 77237KWA830S","35"
"FUEL LID COVER LATCH CABLE","69"
"CABLE SEAT LOCK A - Xoom - 77243AAWD00S","124"
"PANEL INNER - Passion Pro - 83402AACB00S","234"
"PLATE RR WINKER - Super Splendor - 80151KTCA20S","69"
"STAY REAR WINKER - HF 100 | HF Deluxe | HF Dawn - 80151KST940S","41"
"COVER TOOL TRAY - Passion Pro - 80104KCC870HS","17"
"PANEL INNER - Super Splendor - 83402AAG300S","197"
"COV. FUEL TANK - Maestro Edge - 80154AAW000S","45"
"GRILL BODY RH - Destini 125 - 77248ABS000S","193"
"FUEL LID CABLE CATCH COVER REAR","82"
"INNER PANEL - Splendor+ - 83402AAF400S","141"
"PLATE RR.WINKER - Super Splendor - 80151KTC900S","53"
"PANEL INNER - Passion Pro - 83402AACK00S","304"
"PLATE RR WINKER - Glamour - 80151KTRA20S","50"
"GRILL BODY LH - Destini 125 - 77258ABS000S","193"
"FRONT COWL UPPER - Xtreme 160 - 64302ACR000S","59"
"SCREEN WIND - Passion Pro - 64140AACB00S","377"
"WIND SCREEN - Ignitor - 64100K06600S","271"
"WIND SCREEN - Xtreme - 64100AAB0000S","341"
"GARNISH L BODY COVER - Pleasure - 61345AAL000S","111"
"HEAD LT. BEZEL TRIM R(BLK-1 NH-1) - Xtreme 160 - 61345AAB100RS","96"
"PANEL R SIDE - Achiever - 61330AAM000S","40"
"FRONT COWL LOWER RIGHT NH-1 - Xtreme 125 - 61328ACL000AS","138"
"FRONT GRILL (NH-168M) - Pleasure+ - 64303AAL5001S","368"
"WIND SCREEN SUB ASSY - Passion Pro - 6410AAACB00S","359"
"PANEL L SIDE - Achiever - 61340KTN700S","22"
"GARNISH R BODY COVER - Pleasure - 61335AAL000S","111"
"FRONT COWL LOWER LEFT NH-1 - Xtreme 125 - 61329ACL000AS","138"
"WIND SCREEN SUB ASSY - Passion Pro - 6410AAAC800S","318"
"WIND SCREEN - Passion Pro - 64100AAT000S","313"
"FR COVER LWR - Duet - 64309AAY000S","106"
"BRACKET FRONT COWL SUB ASSEMBLY - Passion Pro | Splendor+ - 64311AAF400S","60"
"STAY FRONT NUMBER PLATE - Pleasure - 64303KTP900S","27"
"FRONT GRILL (NH-411M) - Pleasure+ - 64303AAL500YS","322"
"SCREEN WIND SUB ASSEMBLY - Super Splendor - 6410AADG010S","359"
"WIND SCREEN - Splendor Pro - 64100AAD220S","322"
"PANEL L SIDE - Xtreme - 61340AAB000S","23"
"FRONT COWL LOWER LEFT BL(BR)-022C(G) - Xtreme 125 - 61329ACL000CS","138"
"PANEL L SIDE - Achiever - 61340AAM000S","40"
"PANEL R SIDE - Xtreme - 61330AAB000S","23"
"CENTER REAR COWL NH-1 - Splendor+ - 77235AAE930DS","156"
"CABLE SEAT LOCK - Achiever - 77156KCT690S","27"
"HOOK SEAT CATCH - Passion Pro - 77220AAC800S","55"
"LOUVER RIGHT REAR COWL - Achiever - 77215KRC900HS","15.4"
"BRACKET COMPLETE SEAT LOCK - Achiever | Xtreme - 77160ML7700S","28"
"SEAT CATCH COMP - Pleasure - 77235AAL000S","88"
"CATCH FUEL LID - Maestro Edge - 77235AAW000S","42"
"STAY TAIL LIGHT - Glamour - 77235KTR900S","82"
"SEAT CATCH COMP - Pleasure+ - 77235AAL510S","101"
"COVER R UTILITY BOX (KICK) - HF Deluxe - 83512AAH110S","56"
"Hero Genuine Utility Box Comp for HF Deluxe | Precise Fit | Durable Construction | OEM Quality | Reliable Performance | Easy Installation - 83510AAH100S","129"
"SIDE COVER BOX RIGHT NH-1 - Xtreme 125 - 83500ACL000AS","258"
"PANEL INNER - Xtreme 160 - 83402ABZ000S","145"
"COVER R UTILITY BOX - Super Splendor - 83512KTCA20S","83"
"UTILITY BOX  COMP - HF Dawn | HF Deluxe - 83510KSTA10S","92"
"UTILITY BOX COMP - Splendor+ - 83510AAE300S","103"
"COVER R UTILITY BOX - Splendor+ - 83512KCC940S","41"
"UTILITY BOX R COVER - Splendor NXG | Splendor+ - 83511KVH780ZAHS","64"
"UTILITY BOX - Splendor+ - 83510KCC940S","78"
"PANEL INNER - Glamour - 83402AAN410S","203"
"COVER  R UTILITY BOX - HF Dawn | HF Deluxe - 83512KSTA10S","55"
"BOX COMP. UTILITY - Passion Pro - 83510KWA830S","147"
"UTILITY BOX COMP., - HF 100 | HF Deluxe - 83510ACK000S","136"
"TANK COVER FRONT CENTRE NH-105 - Xtreme 125 - 83445ACL000FS","262"
"PANEL INNER - HF 100 | HF Deluxe - 83402KST950HS","58"
"COVER RR CENTER LOWER(PFW NH-341P) - Maestro - 83751KZN900ZAS","350"
"SIDE SHROUD INNER BACK LEFT - Xtreme 125 - 83653ACL000S","170"
"SIDE SHROUD GARNISH LEFT R-321 - Xtreme 125 - 83647ACL000BS","331"
"SIDE COVER LOWER RIGHT - Xtreme 125 - 83596ACL000S","119"
"UTILITY BOX R COVER - HF Deluxe - 83550ACK010S","187"
"SHROUD GARNISH RIGHT BL(BR)-022C(G) - Xtreme 125 - 83547ACL000CS","331"
"COVER L UTILITY BOX - Splendor+ | Splendor Pro - 83515KCC940S","41"
"UTILITY BOX R COVER - HF Deluxe | HF 100 - 83540ACK000S","66"
"COVER L UTILITY BOX - Super Splendor - 83515KTCA20S","96"
"COVER L UTILITY BOX - Splendor Pro - 83515KWH970S","59"
"COVER R UTILITY BOX - Splendor Pro - 83512KWH970S","59"
"LOCK, SIDE COVER - HF 100 | HF Deluxe - 83550ACK00099S","42"
"SIDE SHROUD GARNISH RIGHT R-321 - Xtreme 125 - 83547ACL000BS","331"
"UTILITY BOX L COVER - HF Deluxe - 83530AAH100S","212"
"UTILITY BOX R COVER - HF Deluxe - 83540AAH100S","70"
"R UTILITY BOX COVER - Splendor Pro - 83700KWH970S","73"
"SHROUD GARNISH LEFT BL(BR)-022C(G) - Xtreme 125 - 83647ACL000CS","331"
"SIDE COVER LOWER LEFT - Xtreme 125 - 83597ACL000S","124"
"Hero Genuine Utility Box Cover Right for Splendor Plus | Precise Fit | Durable Construction | OEM Quality | Long-Lasting Finish | Easy Installation - 83700AAE930S","202"
"SET ILLUST SIDE COVER BOX L - Xtreme 125 - 83600ACL000AS","258"
"BRACKET NUMBER PLATE - Splendor+ | Passion Pro | Splendor Pro - 84701KCC710S","23.6"
"L UTILITY BOX COVER - Splendor+ - 83800AAE100S","37"
"BRACKET NUMBER PLATE - HF 100 | HF Deluxe | Passion Pro | Glamour | Passion Xpro | HF Dawn | Xtreme 160 | Achiever | Splendor NXG | Splendor+ | Xtreme | Karizma - 84701KCC860S","23.6"
"BRACKET REAR NUMBER PLATE - HF Deluxe | HF Dawn - 84701KST940S","23.6"
"UTILITY BOX COVER LEFT - Splendor+ - 83800AAE930S","202"
"STAY REAR NO PLATE SUB ASSEMBLY - Xtreme 125 - 84701ACL000S","308"
"BRACKET REAR NUMBER PLATE - Glamour | Super Splendor | Karizma | Maestro - 84701KTC900S","24.6"
"DISC RR BRAKE - Xtreme 200 | Xpulse 200T | Xpulse 200 | Xtreme 160 | Hunk | Xtreme - 43251KVN971S","2074"
"TENSIONER ASSY CAM CHAIN - Xtreme 160 | Achiever | Hunk | Xtreme | Impulse - 14510KVE900S","70"
"METER ASSY COMB - Super Splendor - 37100AAG601S","1677"
"MAGNET HOLDER - Splendor+ | Destini 125 | Passion Pro | Glamour | Maestro Edge | Pleasure+ | Super Splendor | HF Deluxe | Passion Xpro | Splendor Pro | Duet | Achiever | HF Dawn - 35130AAD00099S","41"
"Hero Genuine Gear Complete Final for Pleasure Plus Maestro Edge Pleasure Duet | OEM Fit | Durable Construction | Reliable Power Transfer | Smooth Performance | Easy Installation - 23430KPL901S","1507"
"LEVER COMP. CLUTCH - HF 100 | HF Deluxe | Splendor+ | Passion Pro | Passion Xpro | HF Dawn | Splendor Pro | Splendor NXG - 22810198000S","64"
"GEAR COMPLETE FINAL - Xoom | Maestro Edge | Duet - 23430AAW000S","2194"
"GEAR COMP. FINAL - Destini 125 | Maestro Edge - 23430ABG200S","1433"
"GUIDE CAM CHAIN - Xtreme 160 | Achiever | Hunk | Xtreme | Impulse - 14610KSP910S","37.6"
"SPEEDOMETER ASSY - Pleasure - 37200AAL001S","1175"
"MAGNET HOLDER ASSEMBLY - HF 100 | HF Deluxe | Splendor+ | THE CENTENNIAL | Pleasure+ | Xoom | Passion Pro | Glamour | Karizma | Destini 125 | Maestro Edge | Super Splendor - 35130ABH501S","58"
"HARNESS WIRE - Splendor+ - 32100AAE310S","2935"
"SPROCKET DLX - Splendor+ | Passion Pro | HF Deluxe | Splendor Pro | Splendor NXG - 31202GB2700LS","56"
"METER ASSY COMB - Super Splendor - 37100AAG101S","1760"
"HARNESS WIRE - Splendor+ - 32100AAE340S","2935"
"STEM COMPLETE STEERING - Xtreme 125 - 53200ACL000S","1087"
"SHAFT ROCKER ARM - Xtreme 125 | Glamour | Super Splendor - 14451AANB00S","46"
"BAND 40 AIR/C CONN.TUBE - Pleasure | Glamour | Maestro - 9501840250S","14.4"
"SP SENSOR ASSY - Maestro - 37700KZN900S","815"
"Disk Front Brake ( 5 holes screw fitting ) - Xtreme 125 | Xtreme 200 | Xpulse 200T | Xpulse 200 | Karizma - 45251KRY971S","2028"
"BRACKET COMPLETE FRONT NO PLATE - HF Deluxe - 64311KST950S","82"
"DISC, FR BRAKE - Xtreme 160 | Xpulse 200 | Xtreme 200 | Xpulse 200T - 45251ABZ010S","1820"
"CAP THROTTLE BODY - HF Deluxe | Xtreme 125 | Glamour | HF 100 | Pleasure+ | Xoom | Passion Pro | Maestro Edge - 16402AAN110S","84"
"OIL SEAL 34X39X3 - Maestro - 91211KWP901S","42"
"SPEEDOMETER COMB - Splendor+ - 37210AAE30099S","455"
"CAP - HF Deluxe | HF Dawn - 90087KST850S","47"
"O-RING A DLX - HF Deluxe | Splendor+ | Passion Pro | Splendor NXG | Splendor Pro - 91308GB4701LS","12.6"
"OXYGEN SENSOR(NON HEATED) - Splendor+ - 36532AAE311S","1010"
"RELAY COMPLETE START - Glamour - 38501AAGD0099S","145"
"SWITCH ASSEMBLY REAR STOP - Xtreme 125 | Glamour | Super Splendor - 35350KTRA00S","70"
"SW ASSEMBLY FRONT STOP - HF 100 | HF Deluxe | Splendor+ | Glamour | Passion Pro | Super Splendor | Splendor Pro | Splendor NXG - 35340KST950S","45"
"HARNESS WIRE(SELF) - HF Deluxe - 32100AAH110S","1475"
"SWITCH UNIT DIMMER - Maestro Edge - 35170AAW001S","80"
"SWITCH ASSEMBLY WINKER - Passion Pro | Super Splendor - 35200AACB01S","450"
"SWITCH ASSEMBLY REAR STOP (SELF) - HF 100 | HF Deluxe | Splendor+ | Passion Pro | Passion Xpro | HF Dawn | Splendor NXG - 35350KWA940S","75"
"CONTACT ASSEMBLY CHANGE SWITCH - Glamour | Super Splendor - 35759KTRA01S","50"
"WIRE HARNESS - Splendor+ - 32100ADH210S","2865"
"SWITCH UNIT LIGHTING - Duet | Pleasure | Maestro - 35150AAL001S","55"
"SWITCH UNIT DIMMER - Maestro - 35170KPL842S","45"
"SWITCH UNIT DIMMER - Pleasure+ | Pleasure | Duet - 35170KTP890S","50"
"SWITCH ASSEMBLY REAR STOP - Hunk | Splendor+ | Splendor NXG - 35350KCC900S","75"
"CONTACT ASSEMBLY NEUTRAL - HF 100 | HF Deluxe | Splendor+ | Passion Pro | Passion Xpro | HF Dawn | Splendor Pro | Splendor NXG - 35750001000S","50"
"MOTOR UNIT START - Passion Xpro - 31210AAZ011S","1562"
"UNIT COMP SPARK - Maestro Edge - 30410AAW301S","2138"
"UNIT COMP SPARK - Maestro Edge - 30410AAW001S","2479"
"UNIT COMP CDI - Passion Pro | HF Dawn | Splendor+ | HF Deluxe | Splendor Pro | Splendor NXG - 30410AAF001S","1723"
"MOTOR UNIT START - Xtreme 125 | Glamour - 31210AAF402S","1557"
"UNIT COMP TCI & I3S - Maestro Edge | Destini 125 - 30440ABS000S","1318"
"WINKER ASSY R RR - Splendor+ - 3360BAAEB0099S","180"
"WINKER ASSY L FR - Splendor+ - 3345BAAEB0099S","180"
"SET TANK COVER SIDE RH (MET. AERIS BROWN - Xtreme 160 - ACRES6A0000EEGS","1843"
"OIL COOLER ASSEMBLY - Xtreme 160 - 15600ACR000S","1982"
"AC GENERATOR ASSEMBLY - Xtreme 160 - 31100ABZ001S","2037"
"PIPE COMP L STRG HNDL - Xtreme - 53150AAB000S","1857"
"SWINGARM COMP RR - Xtreme 160 - 52110ABZ000S","1972"
"CALIPER SUB ASSEMBLY REAR - Xtreme 160 - 43150ACR410S","3028"
